Level,MenuLevel1,MenuLevel2,MenuLevel3,MenuLevel4,Menu ID,MenuName,Order Sequence,Type,Sub Type,SecCode,Level1Code,Level2Code,Level3Code
4,Production Management,Scheduling,General Operations,Calculate Global Scheduling Order,ESGO1110,Calculate Global Scheduling Order,2,I,P,SEC787,SEC465,SEC030,SEC787
4,Production Management,Scheduling,General Operations,Change Impact Informer,ESMN1050,Change Impact Informer,27,I,T,SEC559,SEC465,SEC030,SEC559
4,Production Management,Scheduling,General Operations,Customer Tracker,ESGO1020,Customer Tracker,80,I,T,SEC181,SEC465,SEC030,SEC181
4,Production Management,Scheduling,General Operations,Global Scheduling,ESGO1045,Global Scheduling,20,I,P,SEC409,SEC465,SEC030,SEC409
4,Production Management,Scheduling,General Operations,Import Labor / Scheduling Params Process,ESGO2000,Import Labor / Scheduling Params Process,21,I,P,SEC1781,SEC465,SEC030,SEC1781
4,Production Management,Scheduling,General Operations,Job Scheduling Board,ESGO1140,Job Scheduling Board,24,I,E,SEC199-C,SEC465,SEC030,SEC199-C
4,Production Management,Scheduling,General Operations,Job Tracker,ESGO1001,Job Tracker,90,I,T,SEC193,SEC465,SEC030,SEC193
4,Production Management,Scheduling,General Operations,Multi Resource Scheduling Board,PSMN1040,Multi Resource Scheduling Board,26,I,E,SEC11112-C,SEC465,SEC030,SEC11112-C
4,Production Management,Scheduling,General Operations,Order Tracker,ESGO1030,Order Tracker,100,I,T,SEC103,SEC465,SEC030,SEC103
4,Production Management,Scheduling,General Operations,Overload Informer,ESGO1025,Overload Informer,30,I,T,SEC335,SEC465,SEC030,SEC335
4,Production Management,Scheduling,General Operations,Part Tracker,ESGO1002,Part Tracker,110,I,T,SEC183,SEC465,SEC030,SEC183
4,Production Management,Scheduling,General Operations,Purchase Order Tracker,ESGO1004,Purchase Order Tracker,120,I,T,SEC080,SEC465,SEC030,SEC080
4,Production Management,Scheduling,General Operations,Resource Schedule Load Graph,ESGO1023,Resource Schedule Load Graph,75,I,T,SEC333,SEC465,SEC030,SEC333
4,Production Management,Scheduling,General Operations,Resource Scheduling Board,ESGO1150,Resource Scheduling Board,41,I,E,SEC334-C,SEC465,SEC030,SEC334-C
4,Production Management,Scheduling,General Operations,Save Resource Load,ESGO1130,Save Resource Load,76,I,P,SEC788,SEC465,SEC030,SEC788
4,Production Management,Scheduling,General Operations,Site Schedule Load Graph,ESGO124,Site Schedule Load Graph,70,I,T,SEC11111,SEC465,SEC030,SEC11111
4,Production Management,Scheduling,General Operations,Time Phased Inquiry,ESGO1100,Time Phased Inquiry,130,I,T,SEC711,SEC465,SEC030,SEC711
3,Production Management,Scheduling,Reports,,ESMN3000,Reports,30,S,,SEC340,SEC465,SEC030,SEC340
4,Production Management,Scheduling,Reports,Job Traveler,ESRP3010,Job Traveler,10,I,R,SEC321,SEC465,SEC030,SEC321
4,Production Management,Scheduling,Reports,Priority Dispatch,ESRP3020,Priority Dispatch,20,I,R,SEC200,SEC465,SEC030,SEC200
4,Production Management,Scheduling,Reports,Schedule Impact,ESRP3500,Schedule Impact,21,I,R,SEC544,SEC465,SEC030,SEC544
4,Production Management,Scheduling,Reports,Shop Load,ESRP3030,Shop Load,30,I,R,SEC245,SEC465,SEC030,SEC245
3,Production Management,Scheduling,Setup,,ESMN2000,Setup,10,S,,SEC338,SEC465,SEC030,SEC338
4,Production Management,Scheduling,Setup,Capability,ESMN2100,Capability,5,I,M,SEC679,SEC465,SEC030,SEC679
4,Production Management,Scheduling,Setup,Department,ESMT2010,Department,10,I,M,SEC073,SEC465,SEC030,SEC073
4,Production Management,Scheduling,Setup,Operation,ESMT2020,Operation,20,I,M,SEC075,SEC465,SEC030,SEC075
4,Production Management,Scheduling,Setup,Operation Text,ESMT2030,Operation Text,30,I,M,SEC268,SEC465,SEC030,SEC268
4,Production Management,Scheduling,Setup,Production Calendar,ESMT2040,Production Calendar,32,I,M,SEC182,SEC465,SEC030,SEC182
4,Production Management,Scheduling,Setup,Resource Collection,ESMT2060,Resource Collection,34,I,M,SEC339,SEC465,SEC030,SEC339
4,Production Management,Scheduling,Setup,Resource Group,ESMT2045,Resource Group,36,I,M,SEC076,SEC465,SEC030,SEC076
4,Production Management,Scheduling,Setup,Resource Type,ESMT2065,Resource Type,38,I,M,SEC560,SEC465,SEC030,SEC560
4,Production Management,Scheduling,Setup,Rough Cut Parameter,ESMT2090,Rough Cut Parameter,41,I,M,SEC1162,SEC465,SEC030,SEC1162
4,Production Management,Scheduling,Setup,Schedule,ESMT2080,Schedule,44,I,M,SEC712,SEC465,SEC030,SEC712
4,Production Management,Scheduling,Setup,Scheduling Priority Code,ESMT2070,Scheduling Priority Code,46,I,M,SEC410,SEC465,SEC030,SEC410
4,Production Management,Scheduling,Setup,Setup Group,ESMT2055,Setup Group,48,I,M,SEC557,SEC465,SEC030,SEC557
1,Sales Management,,,,XAMN1000,Sales Management,10,S,,SEC464,SEC464,SEC030,
2,Sales Management,Case Management,,,HDMN0000,Case Management,20,S,,SEC663,SEC464,SEC663,SEC663
3,Sales Management,Case Management,General Operations,,HDMN2000,General Operations,20,S,,SEC666,SEC464,SEC663,SEC666
4,Sales Management,Case Management,General Operations,Case Entry,HDMN2100,Case Entry,10,I,E,SEC667,SEC464,SEC663,SEC667
4,Sales Management,Case Management,General Operations,Knowledge Base Inquiry,HDGO2200,Knowledge Base Inquiry,30,I,T,SEC668,SEC464,SEC663,SEC668
4,Sales Management,Case Management,General Operations,Task List,HDGO2000,Task List,20,I,E,SEC565,SEC464,SEC663,SEC565
3,Sales Management,Case Management,Setup,,HDMN1000,Setup,10,S,,SEC664,SEC464,SEC663,SEC664
4,Sales Management,Case Management,Setup,Attribute,HDMN1200,Attribute,10,I,M,SEC545,SEC464,SEC663,SEC545
4,Sales Management,Case Management,Setup,Task,HDMN1300,Task,20,I,M,SEC548,SEC464,SEC663,SEC548
4,Sales Management,Case Management,Setup,Task Set,HDMN1400,Task Set,30,I,M,SEC553,SEC464,SEC663,SEC553
4,Sales Management,Case Management,Setup,Topic,HDMN1100,Topic,40,I,M,SEC665,SEC464,SEC663,SEC665
4,Sales Management,Case Management,Setup,Work Force,HDMN1700,Work Force,80,I,M,SEC161,SEC464,SEC663,SEC161
4,Sales Management,Case Management,Setup,Workflow Group,HDMN1500,Workflow Group,60,I,M,SEC621,SEC464,SEC663,SEC621
4,Sales Management,Case Management,Setup,Workflow Stage,HDMN1600,Workflow Stage,70,I,M,SEC622,SEC464,SEC663,SEC622
2,Sales Management,Configurator Management,,,PCMN0000,Configurator Management,50,S,,SEC388,SEC464,SEC388,SEC388
3,Sales Management,Configurator Management,General Operations,,PCMN3000,General Operations,30,S,,SEC390,SEC464,SEC388,SEC390
4,Sales Management,Configurator Management,General Operations,Configurator Designer,PCMN3010,Configurator Designer,10,I,E,SEC392,SEC464,SEC388,SEC392
4,Sales Management,Configurator Management,General Operations,Configurator Designer Tracker,PCMN3050,Configurator Designer Tracker,70,I,T,SEC393,SEC464,SEC388,SEC393
4,Sales Management,Configurator Management,General Operations,Configurator Entry,PCMN4030,Configurator Entry,15,I,E,SEC3921,SEC464,SEC388,SEC3921
4,Sales Management,Configurator Management,General Operations,Configurator Entry Tracker,PCMN3100,Configurator Entry Tracker,75,I,T,SEC3931,SEC464,SEC388,SEC3931
4,Sales Management,Configurator Management,General Operations,Configurator Lookup Table Tracker,PCMN3120,Configurator Lookup Table Tracker,78,I,T,SEC1094,SEC464,SEC388,SEC1094
4,Sales Management,Configurator Management,General Operations,Configurator Rule Entry,PCMN4040,Configurator Rule Entry,16,I,E,SEC3922,SEC464,SEC388,SEC3922
4,Sales Management,Configurator Management,General Operations,Configurator Rule Tracker,PCMN3110,Configurator Rule Tracker,80,I,T,SEC3932,SEC464,SEC388,SEC3932
4,Sales Management,Configurator Management,General Operations,Configurator User Defined Methods Entry,PCMN4060,Configurator User Defined Methods Entry,17,I,E,SEC390,SEC464,SEC388,SEC390
4,Sales Management,Configurator Management,General Operations,CPQ BAQ Sync,PCMN3130,CPQ BAQ Sync,130,K,P,SEC9932,SEC464,SEC388,SEC9932
4,Sales Management,Configurator Management,General Operations,CPQ Part/Method Sync,PCMN3140,CPQ Part/Method Sync,140,K,P,SEC9933,SEC464,SEC388,SEC9933
4,Sales Management,Configurator Management,General Operations,CPQ Quote Sync,PCMN3150,CPQ Quote Sync,150,K,P,SEC9934,SEC464,SEC388,SEC9934
4,Sales Management,Configurator Management,General Operations,Part Tracker,PCMN3090,Part Tracker,50,I,T,SEC183,SEC464,SEC388,SEC183
4,Sales Management,Configurator Management,General Operations,Regenerate Configurations,PCMN3080,Regenerate Configurations,170,I,P,SEC390,SEC464,SEC388,SEC390
4,Sales Management,Configurator Management,General Operations,Time Phased Inquiry,PCMN3060,Time Phased Inquiry,100,I,T,SEC711,SEC464,SEC388,SEC711
4,Sales Management,Configurator Management,General Operations,Verify Existing Configurations,PCMN3070,Verify Existing Configurations,160,I,P,SEC937,SEC464,SEC388,SEC937
3,Sales Management,Configurator Management,Reports,,PCMN4000,Reports,40,S,,SEC391,SEC464,SEC388,SEC391
4,Sales Management,Configurator Management,Reports,Configurator Listing,PCMN4010,Configurator Listing,10,I,R,SEC394,SEC464,SEC388,SEC394
3,Sales Management,Configurator Management,Setup,,PCMN1000,Setup,10,S,,SEC389,SEC464,SEC388,SEC389
4,Sales Management,Configurator Management,Setup,Configurator Control Data,PCMN1070,Configurator Control Data,10,I,M,SEC1070,SEC464,SEC388,SEC1070
4,Sales Management,Configurator Management,Setup,Configurator Lookup Table,PCMN4050,Configurator Lookup Table,15,I,M,SEC1094,SEC464,SEC388,SEC1094
4,Sales Management,Configurator Management,Setup,Configurator Type,PCMN1080,Configurator Type,20,I,M,SEC1089,SEC464,SEC388,SEC1089
4,Sales Management,Configurator Management,Setup,Dynamic Attribute Class,PCMN1090,Dynamic Attribute Class,22,I,M,SEC1449,SEC464,SEC388,SEC1449
4,Sales Management,Configurator Management,Setup,Image Category,PCMN2010,Image Category,24,I,M,SEC1502,SEC464,SEC388,SEC1502
4,Sales Management,Configurator Management,Setup,Image Layering,PCMN2015,Image Layering,25,I,M,SEC986,SEC464,SEC388,SEC986
4,Sales Management,Configurator Management,Setup,Image Maintenance,PCMN2020,Image Maintenance,26,I,M,SEC1172,SEC464,SEC388,SEC1172
4,Sales Management,Configurator Management,Setup,Operation,PCMN1010,Operation,30,I,M,SEC075,SEC464,SEC388,SEC075
4,Sales Management,Configurator Management,Setup,Part,PCMN1020,Part,40,I,M,SEC159,SEC464,SEC388,SEC159
4,Sales Management,Configurator Management,Setup,Part Class,PCMN1030,Part Class,50,I,M,SEC114,SEC464,SEC388,SEC114
4,Sales Management,Configurator Management,Setup,Product Group,PCMN1040,Product Group,60,I,M,SEC158,SEC464,SEC388,SEC158
4,Sales Management,Configurator Management,Setup,Resource Collection,PCMN1060,Resource Collection,70,I,M,SEC339,SEC464,SEC388,SEC339
4,Sales Management,Configurator Management,Setup,Resource Group,PCMN1050,Resource Group,80,I,M,SEC076,SEC464,SEC388,SEC076
2,Sales Management,Customer Relationship Management,,,CRMN0000,Customer Relationship Management,10,S,,SEC542,SEC464,SEC542,SEC542
3,Sales Management,Customer Relationship Management,General Operations,,CRMN2000,General Operations,200,S,,SEC646,SEC464,SEC542,SEC646
4,Sales Management,Customer Relationship Management,General Operations,AR Invoice Tracker,CRMG1190,AR Invoice Tracker,160,I,T,SEC284,SEC464,SEC542,SEC284
4,Sales Management,Customer Relationship Management,General Operations,Case Entry,CRGO6200,Case Entry,5,I,E,SEC667,SEC464,SEC542,SEC667
4,Sales Management,Customer Relationship Management,General Operations,Contact Tracker,CRGO3031,Contact Tracker,130,I,T,SEC998,SEC464,SEC542,SEC998
4,Sales Management,Customer Relationship Management,General Operations,CRM Call Entry,CRGO6100,CRM Call Entry,10,I,E,SEC997,SEC464,SEC542,SEC997
4,Sales Management,Customer Relationship Management,General Operations,Customer / Contact Import,CRGO6000,Customer / Contact Import,20,I,E,SEC558,SEC464,SEC542,SEC558
4,Sales Management,Customer Relationship Management,General Operations,Customer Shipment Tracker,CRMG1180,Customer Shipment Tracker,150,I,T,SEC507,SEC464,SEC542,SEC507
4,Sales Management,Customer Relationship Management,General Operations,Customer Tracker,CRMN9000,Customer Tracker,140,I,T,SEC181,SEC464,SEC542,SEC181
4,Sales Management,Customer Relationship Management,General Operations,Job Tracker,CRMG1150,Job Tracker,170,I,T,SEC193,SEC464,SEC542,SEC193
4,Sales Management,Customer Relationship Management,General Operations,Knowledge Base Inquiry,CRMG1080,Knowledge Base Inquiry,30,I,T,SEC668,SEC464,SEC542,SEC668
4,Sales Management,Customer Relationship Management,General Operations,Opportunity / Quote Entry,CRGO3000,Opportunity / Quote Entry,60,I,E,SEC222,SEC464,SEC542,SEC222
4,Sales Management,Customer Relationship Management,General Operations,Opportunity / Quote Tracker,CRGO1000,Opportunity / Quote Tracker,180,I,T,SEC226,SEC464,SEC542,SEC226
4,Sales Management,Customer Relationship Management,General Operations,Order Entry,CRGO3500,Order Entry,70,I,E,SEC078,SEC464,SEC542,SEC078
4,Sales Management,Customer Relationship Management,General Operations,Order Tracker,CRGO1100,Order Tracker,190,I,T,SEC103,SEC464,SEC542,SEC103
4,Sales Management,Customer Relationship Management,General Operations,Part Advisor,CRMG1210,Part Advisor,269,I,T,SEC703,SEC464,SEC542,SEC703
4,Sales Management,Customer Relationship Management,General Operations,Part Tracker,CRMG1140,Part Tracker,200,I,T,SEC183,SEC464,SEC542,SEC183
4,Sales Management,Customer Relationship Management,General Operations,Person / Contact Tracker,CRGO3080,Person / Contact Tracker,210,I,T,SEC2546,SEC464,SEC542,SEC2546
4,Sales Management,Customer Relationship Management,General Operations,Price List Inquiry,CRMG1200,Price List Inquiry,220,I,T,SEC645,SEC464,SEC542,SEC645
4,Sales Management,Customer Relationship Management,General Operations,Project Tracker,CRMG1160,Project Tracker,239,I,T,SEC351,SEC464,SEC542,SEC351
4,Sales Management,Customer Relationship Management,General Operations,RMA Processing,CRGO5000,RMA Processing,80,I,E,SEC336,SEC464,SEC542,SEC336
4,Sales Management,Customer Relationship Management,General Operations,RMA Tracker,CRMG1170,RMA Tracker,240,I,T,SEC491,SEC464,SEC542,SEC491
4,Sales Management,Customer Relationship Management,General Operations,Salesforce Synchronization,CRGO6210,Salesforce Synchronization,290,I,P,SEC9003,SEC464,SEC542,SEC9003
4,Sales Management,Customer Relationship Management,General Operations,Salesperson Pipeline,CRGO9000,Salesperson Pipeline,90,I,T,SEC724,SEC464,SEC542,SEC724
4,Sales Management,Customer Relationship Management,General Operations,Salesperson WB Tracker,CRGO4001,Salesperson WB Tracker,101,I,T,SEC563,SEC464,SEC542,SEC563
4,Sales Management,Customer Relationship Management,General Operations,Salesperson Workbench,CRGO4000,Salesperson Workbench,100,I,T,SEC563,SEC464,SEC542,SEC563
4,Sales Management,Customer Relationship Management,General Operations,Serial Number Tracker,CRMG1230,Serial Number Tracker,270,I,T,SEC405,SEC464,SEC542,SEC405
4,Sales Management,Customer Relationship Management,General Operations,Service Call Center,CRGO2000,Service Call Center,110,I,E,SEC453,SEC464,SEC542,SEC453
4,Sales Management,Customer Relationship Management,General Operations,Task List,CRGO2250,Task List,120,I,E,SEC565,SEC464,SEC542,SEC565
4,Sales Management,Customer Relationship Management,General Operations,Time Phased Inquiry,CRMG1220,Time Phased Inquiry,250,I,T,SEC711,SEC464,SEC542,SEC711
3,Sales Management,Customer Relationship Management,Setup,,CRMN1000,Setup,100,S,,SEC619,SEC464,SEC542,SEC619
4,Sales Management,Customer Relationship Management,Setup,Attribute,CRMT1000,Attribute,110,I,M,SEC545,SEC464,SEC542,SEC545
4,Sales Management,Customer Relationship Management,Setup,Business Category,CRMT1200,Business Category,120,I,M,SEC11201,SEC464,SEC542,SEC11201
4,Sales Management,Customer Relationship Management,Setup,Call Type,CRMT3000,Call Type,200,I,M,SEC543,SEC464,SEC542,SEC543
4,Sales Management,Customer Relationship Management,Setup,Competitor,CRMT1500,Competitor,225,I,M,SEC555,SEC464,SEC542,SEC555
4,Sales Management,Customer Relationship Management,Setup,Country,CRMT1010,Country,235,I,M,SEC432,SEC464,SEC542,SEC432
4,Sales Management,Customer Relationship Management,Setup,Customer,CRMT3500,Customer,250,I,M,SEC154,SEC464,SEC542,SEC154
4,Sales Management,Customer Relationship Management,Setup,Customer Group,CRMT3010,Customer Group,270,I,M,SEC153,SEC464,SEC542,SEC153
4,Sales Management,Customer Relationship Management,Setup,Global Alert,CRMT4590,Global Alert,290,I,M,SEC357,SEC464,SEC542,SEC357
4,Sales Management,Customer Relationship Management,Setup,Industry Class,CRMT4600,Industry Class,300,I,M,SEC2549,SEC464,SEC542,SEC2549
4,Sales Management,Customer Relationship Management,Setup,Marketing Activity Type,CRMN0700,Marketing Activity Type,350,I,M,SEC550,SEC464,SEC542,SEC550
4,Sales Management,Customer Relationship Management,Setup,Marketing Advertisement,CRMN0750,Marketing Advertisement,375,I,M,SEC551,SEC464,SEC542,SEC551
4,Sales Management,Customer Relationship Management,Setup,Marketing Campaign,CRMN0800,Marketing Campaign,400,I,M,SEC549,SEC464,SEC542,SEC549
4,Sales Management,Customer Relationship Management,Setup,Marketing List,CRMN1050,Marketing List,425,I,M,SEC562,SEC464,SEC542,SEC562
4,Sales Management,Customer Relationship Management,Setup,Marketing List Generator,CRMM1055,Marketing List Generator,430,I,T,SEC562,SEC464,SEC542,SEC562
4,Sales Management,Customer Relationship Management,Setup,Marketing Publication,CRMN1100,Marketing Publication,450,I,M,SEC552,SEC464,SEC542,SEC552
4,Sales Management,Customer Relationship Management,Setup,Markup Code,CRMT4050,Markup Code,626,I,M,SEC220,SEC464,SEC542,SEC220
